av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,side_mistake,name,text,class,type,sum_punct
4.09,7,1,3,0,8,11,149,2.64,13.55,17,12,5,5,7,3,12,2,2,12.2,10.66,14.02,15.7,0.54,0.08,0.04,0.14,0.04,0.74,0.12,0.07,0.07,82,0.55,4.75,6.72,0.88,142.19,0.84,0.55,0.79,15.04,2.74,0.24,0.15,0.16,0.05,0.21,0.14,0.07,0.1,0.14,3.0,0.38,0.38,6,7,4,0,2,0,7,0,0,4,0,0,0,0,0,0,0,./data/exam/exam2017/OBy_32_2,"Great part of people think that modern technology is killing us becouse it giving us health problems. The problem with technology is that most innovations have unintended consequences and unintended consequences are causig harm and creating dangers of existental magnitude. 

Why technology are danger? Technology separates us from the natural world by divesting our focus from natural to human-made wonders. It can give us health and phycological problems. We mad about internet, people become talking to each other in face-to-face method rearely. They have no reason for walking and moving at all. And that because we have a problem with fat people. That can give people heart and blood problem. 

The way to change situation is begin more active lifestyle. Bay be modern technology can increase the number of health problem we
",50,2,0
4.44,8,3,0,2,2,9,200,9.0,22.22,16,12,4,3,9,13,14,0,0,16.62,19.7,25.03,21.25,0.42,0.1,0.08,0.2,0.08,0.64,0.14,0.06,0.16,92,0.46,4.6,6.51,0.85,323.63,0.78,0.46,0.83,8.33,2.04,0.12,0.12,0.17,0.1,0.27,0.08,0.0,0.03,0.06,4.75,0.42,1.08,6,2,5,0,1,3,8,1,0,0,4,0,0,0,0,0,0,./data/exam/exam2017/VSa_131_1,"The current chart demonstrates data on the print and eBook market in four different countries in 2014 and with predictions for 2018. Overall, it is clear, that the whole tendency was fluctuational charactere.
In detail, there are one main leader during the whole period. USA has the biggest income in the most of the categories. In 2014 in print market the total revenue was 10,5 billion dollars, while the ebook market was the half way down - 5,5 billion. In predictions, this two markets will be almost equal - 7,5 and 8,5 billion dollars for each. Considering to Germany, it has equal income from print market in 2014 and 2018, as long as the ebook market will rise softly. Almost the same trend can be admitted to China, which income from print market will decline a little and revenue from ebook market will rise only on a half of billion. However, the most staible income from two markets is belong to UK, which modest, comparing to USA, revenue will remain almost the same during the whole period.
",65,1,0
3.69,6,2,9,0,3,13,243,5.77,18.69,19,17,2,4,10,16,20,7,0,15.08,15.66,20.6,19.67,0.49,0.1,0.03,0.13,0.03,0.66,0.13,0.03,0.17,104,0.43,4.72,6.67,0.85,331.14,0.78,0.43,0.52,8.26,2.03,0.13,0.12,0.12,0.07,0.18,0.05,0.1,0.02,0.03,3.5,0.45,0.16,2,0,7,0,9,8,12,0,0,1,2,0,0,0,0,0,0,./data/exam/exam2016/JSl_165_1,"The line graph illustrates the amount of investments in renewable energy in the whole world while world while the bar chart below describes the same feature for both developed and developing countries. Changes are counted for eight years from 2006 to 2013. Untis are measured in billion dollars. The world total amount of investment start with 100 billion dollars and had a slight increase during 2 years reaching 171 bn. The next year it had a marginal fall at a mere of 3 bn dollars. After that the world total investment boomed and had its peak on 279 bn dollars in 2011. The next two years it had a straight decrease to 214 bn. The bar chart shows the comparison of developed and developing countries’ investment. While developing countries had a straight increase during the first  seven years and a slight fal at the end, the chart for developed countries are a bit vulnerable. After the first year rise it stays approximately stable upon to 2009 and then had a dramatical peak in 2011. The next two years it slightly went down. Overall,  the world total graph correlates with the developed countries’ investment, however, the developing countries have not got the dramatical differences. Furthermore, the key trend for developing countries is that always had a less amount of investment compared to developed one. 
",65,1,0
5.25,9,2,8,1,4,8,221,4.25,27.62,17,14,3,5,9,15,13,8,0,27.29,27.7,32.89,33.43,0.43,0.21,0.04,0.14,0.04,0.62,0.14,0.05,0.19,87,0.39,4.14,5.85,0.83,183.31,0.78,0.39,0.46,5.54,1.66,0.13,0.07,0.11,0.07,0.18,0.02,0.02,0.03,0.07,4.5,0.31,0.38,5,1,3,0,10,8,5,1,0,1,2,0,0,1,0,0,0,./data/exam/exam2016/JSl_74_1,"This graph illustrates the changes in worldwide investment in renewable energy during the period from 2006 to 2013 in developed and developing countries and world total figures. Overall, it can be noticed that world total figures mostly depend on developed countries marks. As we may see from the graph. There was a fluctuation in figures of developed countries from 2006 to 2009 and they made up about 70-110 $ bn. Next there was an increase to 170 $ bn by 2011, but by 2013 its marks again dropped down to 130 $ bn. The situation with investments of developing countries is quite different. The graph demonstrates that figures of developing countries were going up through the period from 2006 to 2012 and riched a peak in 2012 with the highest mark 110 $ bn. Although there was an exception in 2013 when figures decreased and made up to $ bn. Generally, through the whole period there was a steady increase. As we can notice from the graph world total figures significantly depend on developed countries figures. The higher developed countries figures are the higher world total figures are. World total investments riched a peak I 2011 as developed countries marks and made up 279 $ bn.
",65,1,1
3.35,5,2,1,0,4,17,249,8.65,14.65,22,18,4,4,24,18,6,1,0,9.69,11.12,14.93,13.44,0.35,0.07,0.15,0.47,0.45,0.61,0.14,0.04,0.21,88,0.35,3.94,5.58,0.81,186.25,0.71,0.35,0.9,16.2,2.85,0.2,0.09,0.08,0.09,0.17,0.02,0.14,0.02,0.12,4.25,0.25,0.85,11,1,2,0,3,6,9,7,1,0,1,0,0,0,0,0,0,./data/exam/exam2014/EPa_8_1,"The pie charts illustrate the distribution of population on the ages in Yemen and Italy in 2000 and provide a forecast on 2050. It is clear that the populations of Yemen and Italy are completely different.
In 2000 the half of population in Yemen consisted of children up to 14 years. People of 15-59 years were 46,3%. And the rest of population was retired people. According to predictions, by 2050 the situation will change significantly. The share of young population will reduce to 37%. At the same time the proportion of adult people will increase by 11%. And the percentage of people from 60 years will grow among twice. As regards Italian population, in 2000 the quarter of population was people from 60 years. The majority of population consisted of people from 15 to 69 years. And the share of children was 14,3%. By 2050 the distribution would rary dramatically. The proportion of retired people will rise by 18%, the number of children will fall by 11%. And the percentage of adults will dip to 46,2%.
In conclusion, in Italy and Yemen the number of children by 2050 will reduce markedly. However, compared to Italy, where the proportion of adults will considerably drop, in Yemen the percentage of adult people will climb.
",60,1,0
3.56,6,2,2,0,1,18,244,4.39,13.56,9,8,1,6,21,10,33,1,0,10.53,10.43,13.14,13.76,0.38,0.1,0.0,0.0,0.0,0.37,0.14,0.08,0.41,93,0.38,4.21,5.95,0.82,222.41,0.75,0.38,0.88,6.12,1.75,0.08,0.07,0.2,0.03,0.23,0.07,0.0,0.07,0.0,3.0,0.5,0.62,1,0,4,0,2,0,5,1,0,0,2,0,0,0,0,0,0,./data/exam/exam2017/OBy_146_1,"This two line graphs illustrates monthly average temperature in Yakutsk (Russia) and Rio de Janeiro (Brazil) from start of this year till the end of year (from January to December). It is measured in celsius (1*C). 

Minimum temperature line and maximum temperature line in Russian city follow same pattern. Coldest mounth in Yakutsk it is January. Maximum temperature at this time - -35*C, minimum – less than -40*C. Warmest mounths in Yakutsk – July. Maximum temperature at this mounth - +25*C, minimum temperature - +10*C. From January to July temperature rising (and average maximum temperature, and minimum temperature), after from July to December falling. Difference between minimum average temperature and maximum average temperature ten to fifteen graduces. In another hand Rio de Janeiro warmer. Minimum average temperature at July – 14*C. Maximum average temperature in January – 30C*. Lines at second graph also follow same pattern. Difference between maximum average temperature and minimum average temperature around 5 grades. 

To sum up, Russian city have real hard conditions. Different between maximum and minimum temperature around 60*C. For Brasil it is around 15*C. After all, Rio de Janeiro have such better conditions for human.
",60,1,0
4.18,8,2,1,0,5,17,328,3.06,19.29,36,28,8,12,11,22,22,0,4,16.75,17.59,22.24,21.81,0.48,0.15,0.16,0.62,0.78,0.72,0.07,0.04,0.17,134,0.41,5.23,7.4,0.85,259.08,0.81,0.41,0.66,13.78,2.62,0.13,0.13,0.14,0.06,0.21,0.03,0.03,0.17,0.03,1.5,0.69,0.56,14,0,8,1,0,1,12,8,5,4,3,0,2,4,0,0,0,./data/exam/exam2017/NMya_105_2,"Some people believe that countries only need to produce the food that their own population eats and should aim to import as little as possible. It is very popularn wiewn for many peoples. They think that it is very good for country, but I cann’t agrree with them.

First of all different countries have differen climate and cant grow some plants. We can’t grow oranges or bannanas in the north, but he cant grow potatoes in the south. In the modern word we havenot problem with transport be tween countries, we can use trains in one  continent, or ships between different continents and sell some food. For example Russia red fish in port fruits from Turkey, and export to them or we cant rise, but we can buy it in Chineese. However people want to eat different dishes, and they need for it different ingredients. Besides nort countries have winter, when they cant grow plants, but thei cam import it from sous countries. It very inportan for people, because we need vitamins to be healthier in cold winter, and we take it from tropic fruits from tropic contries such as Brasil or Moroko.

More over inport and export is very inportant for economic at countries, for their friendship. Countries take money on costoms them import food. Also is important for politic between contries.

When our government take more more from import, then take less more from people and thei will be happier. Hovever when contries produse more food for export thei have more work places for people.

In my opinion this possteal is incorrect and I think that it is very important to import food, because we can export other food or other things and both contries will be happy. It is very important for world economics.
",55,2,6
4.07,9,3,4,2,9,15,301,8.0,20.07,27,17,10,8,10,17,25,1,4,17.71,18.06,23.82,23.5,0.51,0.1,0.04,0.14,0.04,0.71,0.11,0.04,0.14,128,0.43,5.22,7.38,0.85,170.1,0.84,0.43,0.73,13.88,2.63,0.12,0.13,0.14,0.12,0.25,0.07,0.09,0.08,0.04,2.5,0.27,1.04,18,1,8,0,7,7,19,15,4,5,2,0,0,0,1,0,0,./data/exam/exam2016/best_works/ZEv_42_2,"It is well-known fact that while people fly on planes more the ecological problems become more serious. At the same time, the amount of air travels is constantly growing. Many people believe that government should make legal limits for leisure and business travel to cope with ecological problems. I am strongly agree with this opinion and will give some essential reasons in this essay.

Firstly, we are the only one who make the world for our children. It has been proven but many scientists and even international corporations that if we will not be more serious with ecological problems today, it will be impossible to live in this planet in near future. So, each of us should do something to save this planet.

Furthermore, travel limitation is important step to prevent air pollution and global warming and what is more important this step is possible to make today. Business air trips should be limited because in modern world there are many other way to deal with international business, like Skype-conference. Speaking about leisure travelings, here limitations could be made. But at the same time people need an opportunity to travel. So these limitations should be quite line for people, for example only once a year. Moreover, other ways of traveling should become cheaper at the same time.

To sum up, steps to save our planet and prevent air pollution and global warming need to be made right now and reduction of amount of leisure and business air travel with government limitation is one of these steps. So, in my personal opinion people should think about our planet and fly on planes less. 
",75,2,1
4.31,7,2,3,3,8,13,296,6.69,22.77,25,12,13,7,11,13,15,0,6,17.92,18.28,25.09,24.92,0.44,0.05,0.03,0.12,0.03,0.76,0.09,0.03,0.12,137,0.46,5.63,7.96,0.86,248.78,0.8,0.46,0.75,18.0,3.0,0.18,0.15,0.12,0.1,0.22,0.12,0.08,0.0,0.02,4.0,0.22,0.66,25,2,12,0,1,4,14,6,3,3,2,0,0,0,0,0,0,./data/exam/exam2017/EGe_153_2,"﻿It is argued that in our modern time more and more young people prefer to forget about the law and to commit a crime. Their amount is much more than in previous years.
In my view, the most common reason which provokes to commit a crime is a wish of teenagers to show themselves in front of their mates. They do not want to be an ousider in the young group and they try to do something fascinating and wonderful, however they have not got any ideas but for to break the law. People of this age would like to be respectful, that is why they show their power. Our modern mass media also influences on the young brains. Due to abcense of censorship and a large amount of violence, the youth is becoming much more agressive than ever before. They need to get rid of their energy and then they find a way to go out the line.
The most useful way to decrease the amount of young criminals is to allow their extra energy to go in the another place. Theit parents and teachers should motivate them to find a hobby, which is able to take a lot of time. If it is impossible or very complicated for a teenager, the teachers should to increase the amount of extra lessons, to add sport activities after the main school lessons.
To sum up, if a teenager has not got free time, during that he do not want, what to do,he will not be a young offender. Their parents always should show how he is useful for the family and for his friends.",60,2,0
4.7,6,1,3,7,2,10,197,7.2,19.7,22,13,9,4,11,15,11,9,0,16.89,18.18,21.92,21.11,0.45,0.19,0.11,0.33,0.22,0.6,0.1,0.06,0.24,73,0.37,3.68,5.2,0.81,233.05,0.71,0.37,0.44,3.56,1.33,0.09,0.1,0.1,0.07,0.17,0.0,0.09,0.0,0.0,2.5,0.44,0.78,0,0,5,0,10,15,10,0,0,0,1,0,0,0,0,0,0,./data/exam/exam2017_6/OBy_68_1,"The graphs show information of good transporting between Eastern Europe contries in 2008. 

The highest number of transportation by rail was metal and it reached 35 percent while metal transported by road was about 11%. The most popular good that was transported by road was food products and its contained about 30 percent from the whole goods. It was on 19% better than food products that was transported by rail. Manufactured good was approximately the same number of transportation – by rail it has about 25% in the same time by road it has 28%. Non-metallic minerals and chemicals has approximately 10 percent by rail transporting. By the contrast. Chemicals and non-metallic minerals goods that was transported by road has about 15%. Machinery goods that was transported by rail has 12% and it on 10% more that the same good that was transported by road.

Summarize the information, the most popular good for transport by rail was metals and manufactured goods while good which was transported by road was food products and manufactured goods too. 
",60,1,0
5.06,11,2,6,6,6,16,302,3.06,18.88,35,23,12,9,15,10,15,2,6,14.07,15.15,20.95,20.13,0.49,0.14,0.06,0.25,0.12,0.69,0.16,0.03,0.12,132,0.44,5.37,7.6,0.86,326.49,0.8,0.44,0.75,18.0,3.0,0.16,0.15,0.11,0.11,0.22,0.16,0.06,0.05,0.06,3.0,0.62,0.5,9,1,13,0,1,1,17,6,2,6,2,0,0,1,0,0,0,./data/exam/exam2016/JSl_216_2,"Nowadays we can’t find a person who doesn’t fly by the plane. However, there is a group of people who think, that it is unnecessary type of travel and disadvantages of this travels are too strong. The opponents maintain the idea that this type of travelling brings only problems. Firstly, airtravel is a reason of air pollution and global warming. Moreover, they claim the idea that it can be a reason of lack of gas and oil other resources. Moreover, it is so dangerous to fly by plane there are so many falling planes and it is more safety to travel by car, train, ship and etc. however, there is another group of people who claim that plane is the one of best thing to the business leisure. They maintain that it is the fastest and very safety vechile. Moreover, people can’t imagine their everyday life without planes. Because how can people see another countries in our modern century? If he travel by ship or train it will takes days, but by plane it will take some hours. What is more, modern planes and future planes will consumpt solar and other nature resources which would not bring a pollution in any type. Personally I disagree with a statement. Because modern plane become better every time and I think it is a future type of travelling to the people. Well, after giving a careful consideration to the above points it seems adviasable to say, that I can’t agree with the following topic. Air travel needs to the common people to travel, to make business, not only to the government and army.   
",55,2,1
5.5,8,3,4,3,2,10,195,4.3,19.5,15,11,4,6,12,6,15,0,4,14.44,14.65,20.42,20.22,0.51,0.04,0.0,0.0,0.0,0.73,0.1,0.05,0.13,107,0.55,5.42,7.66,0.89,270.37,0.82,0.55,0.79,11.84,2.43,0.15,0.18,0.16,0.08,0.24,0.04,0.06,0.02,0.04,3.75,0.47,0.42,9,0,2,0,3,4,12,8,3,4,1,0,0,0,0,0,0,./data/exam/exam2017/OBy_31_2,"Some people believe that the globalization of use of technologies damage people’s health.

Nowadays people around the world use the variety of modern technologies for their everydays routine. We are used to take transport rather than have a walk or use the internet rather than go to library. There is no doubt that technologies have enormous benefits which make our life much more comfortable and some routine faster. But at the same time the whidespread use of them causes a lot of problems and the most significant of them are health problems.

The most common problem became the lack of activity in life of modern people, which lead to problems with overweight or with heart and other ones. Often use of mobile phones and computers also causes problems with eyes, brains and even the ability to concentrate.

To tackle these problems some particular actions should be made. For example, active lifestyle and good nutrition can be promoted by mass-media, TV and magazine. Moreover governments should make complex health programs, which can help people to anticipate some problems.
",55,2,0
3.13,4,2,2,0,1,15,202,3.47,13.47,13,12,1,9,9,19,4,2,0,12.21,11.94,14.26,14.5,0.28,0.12,0.13,0.37,0.27,0.45,0.03,0.04,0.48,75,0.37,3.73,5.28,0.81,288.83,0.71,0.37,0.8,9.6,2.19,0.21,0.07,0.12,0.07,0.2,0.03,0.16,0.0,0.0,3.25,0.73,0.2,1,1,2,0,3,10,13,5,0,0,4,0,0,0,0,0,0,./data/exam/exam2017/DPe_2_1,"The bar chart illustrates the data about unemployment in 6 regions: North America, Middle East, EU, Latin America, S. Asia and worldwide in 2014 and 2015. The highest rate represented in N. America and the lowest one is in S. Asia.
As can be seen from the graph, the unemployment rate in N. Africa maintained at the same level at 12,5%. The indicator in Middle East diminished from 11% in 2014 to 9,6% in 2015. However, the rate of unemployment in EU increased from 0,2%. According to the chart, the given indicator remained stable in S. Asia. It accounted 3,9%. The rate of unemployment in Latin America declined from 6,8% to 5,8%. The worldwide rate remained constant at the level of 5,9% during 2 years.
To sum up, the indicators of unemployment remained stable during 2014 and 2015 in N. Africa, S. Asia and worldwide. The rate went down in Middle East and Latin Ameria while in EU it went up.
",60,1,0
6.0,10,3,12,2,1,10,239,7.9,23.9,21,18,3,4,15,17,12,7,1,21.0,21.41,26.05,25.33,0.44,0.09,0.09,0.3,0.18,0.63,0.11,0.06,0.2,82,0.34,3.75,5.3,0.8,237.06,0.71,0.34,0.5,5.5,1.66,0.1,0.08,0.13,0.07,0.2,0.0,0.14,0.09,0.0,3.0,0.18,0.77,3,1,14,0,13,0,7,3,0,0,1,0,0,1,0,0,0,./data/exam/exam2017/EGe_238_1,"﻿Pie charts illustrate the amount of goods transported between countries in Eastern Europe in 2008 by rail and by road.
Comparing two charts we can immediatley see that the most popular way of trasporting metal is by rail. It is 35%, while the amount transported by road comes only to 11%. Second popular material to transport by rail is manufactured goods, the total amount of which is 25%,compared to 28% transported by road.
Chemicals and food products share the same persentage in rail transportation, but, as we can see, persentage of food products, transpoterd by road is signifficantly bigger than the amount of chemical goods. Also, it is essential to mention, that food products are very popular in road transportation. The second place is given to the manufactured goods, which are only 2% away from the amount of food products and 3% higher than amount of manufactured products transported by rail. The lowest persentage of tranported by road is given to machinery. It is only 2%, while in rail transportation it is 12%.
To sum up, we have to say, it is obvious, that the most popular way to transport metal products is by rail and a significant amount of food goods is treansported by road.",70,1,1
4.0,10,2,2,2,2,11,189,5.27,17.18,15,12,3,1,15,11,10,0,2,12.0,14.49,20.05,17.0,0.49,0.13,0.06,0.18,0.06,0.72,0.11,0.03,0.14,94,0.5,4.83,6.84,0.87,204.18,0.8,0.5,0.88,12.25,2.47,0.15,0.17,0.12,0.12,0.24,0.02,0.12,0.14,0.04,3.0,0.38,0.56,9,0,9,0,1,1,5,12,5,7,3,0,0,0,0,0,0,./data/exam/exam2014/ZEv_2_2,"It is well known that schools often expierence problems with student behaviour. And the question what are the causes of this is controversial. Phycologists as well as teachers make different suggestions about this problem and about ways to cope with it.
In my point of view there is a vast majority of causes of this problems. First of all, schools often does not take into account student`s life background, their personal problems in the process of education. Secondly, schools sometimes does not watch the atmosphere in the school.  The atmosphere itself influence the relationship among students. 
Personally I think, there are a lot of approaches to this problems. Firstly, schools can hire more phycologists to deal with students` mental problems. Another solution to this problem is development of different social programmes, that could familiarize students with consequances of bad behaviour.
In conclusion, it is very important to find solutions to problems with students` behaviour due to the fact that there is a strong link between students` behaviour and their inner world. 
",55,2,0
3.69,5,2,0,0,1,13,215,4.23,16.54,11,11,0,2,24,7,17,0,0,12.83,13.31,16.47,16.08,0.45,0.08,0.0,0.0,0.0,0.72,0.08,0.05,0.15,73,0.34,3.52,4.98,0.8,201.03,0.71,0.34,0.86,5.14,1.6,0.06,0.1,0.06,0.06,0.12,0.09,0.0,0.03,0.0,2.5,0.43,1.14,2,0,7,0,2,0,10,2,0,0,5,0,0,0,0,0,0,./data/exam/exam2017/EGe_114_1,"The bar chart below illustrates the percentage use of three most popular social networks by online adults of different age groups in the USA.

Facebook is the most popular social network in the USA. Moreover, 87 percent of online users are people by the age group from 18 to 29. Also Facebook is the most popular social network among the age group of pepple from 30 to 49.
Young people at the age from 18 to 29 are the most active users of Intagram. It takes 53 percent. However, Instagram the least popular social network among people by age group 65+.

LinkedIn is the most popular social network of people by the age group 30-40 and 50-64. The amount of online users of age group 18-29 about 22 percent. The amount of online users of old people the same like young people.
To sum up, the graph shows that the young people at the age from 18 to 29 are the most active users of Facebook and Intagram. LinkedIn is popular among the middle-age groups. Young people do not prefer use this social network.",65,1,0
7.67,21,3,7,5,3,6,200,7.33,33.33,14,6,8,4,13,13,10,7,0,44.2,43.92,51.87,51.4,0.43,0.16,0.11,0.33,0.22,0.62,0.09,0.06,0.24,81,0.4,4.05,5.73,0.83,270.24,0.75,0.4,0.61,6.72,1.83,0.13,0.09,0.1,0.08,0.19,0.04,0.04,0.02,0.0,2.75,0.17,0.72,5,2,3,0,10,0,7,4,0,0,0,0,0,0,0,0,0,./data/exam/exam2017/VSa_17_1,"These charts show information about the transportation of goods by rail and by road in Eastern Europe in 2008. Overall, it can be seen that the charts are quite different.
To begin with, we can witness, that the percent of metals and food products is far higher at the second chart, while the percent of machinery is far higher at the first chart which illustrates goods transported by rail. Interestingly, that the parts which are called ""manufactured goods"" and ""chemicals"" have fairly similar percent on both charts. Comparing the chart which illustrate goods transported by road with the chart ""goods transported by rail"" we can witness a decrease of the percent of non-metallic minerals at the first chart (6% at the first chart and 13% at the second)
To conclude, the most popular goods among those which transported by rail are metals and manufactured goods, while the most popular goods among those which transported by road are food products and also manufactured goods. These charts have some common features, though this trend may be changing
",60,1,0
5.12,8,3,0,2,7,16,408,5.44,25.5,36,24,12,5,29,16,34,1,1,24.47,22.39,28.18,29.8,0.46,0.06,0.03,0.12,0.03,0.73,0.11,0.03,0.13,165,0.4,5.78,8.17,0.85,208.29,0.82,0.4,0.66,13.78,2.62,0.11,0.12,0.18,0.11,0.29,0.04,0.18,0.11,0.06,3.5,0.41,0.78,14,5,19,0,2,3,13,22,3,2,3,0,0,2,0,0,0,./data/exam/exam2017/EGe_175_2,"﻿Nowadays, a lot of scientists work on the space exploration problem. Governments of many countries spend enormous amount of money on relevant researches, whereas a lot of other problems, such as poverty, hunger or environmental issues are still not solved. So, it is not surprising that many people think that spending money on space exploration is pointless and it would be better to work on solving more urgent problems in society.

I believe that it is a quite fair opinion. Firstly, it is not smart to spend a huge part of country's budget on space exploration when the economic situation in your country is not very stable. For example, in the last three years Russia did a few unsuccessful experiments with cargo spacecrafts (one of them was ""Progress""). These failures cost milliards and it is hard not to get angry when you think about possibility of spending these money on improving medicine or education in Russia. Secondly, the fast progress in this field of researches is not possible without common technical progress, so, spending a huge amount of money on in just makes no big sense for countries, which have not so impressive background and not well-developed technical industry. It is sad, but I am talking about Russia again: in my opinion, the country, which imports most of the technical products, just is not able to be truly successful space power.

However, it is hard to say that we do not need space exploration at all. It is well known that natural resources are not endless and one of the possible decisions of this problem is colonization of other planets. So, it is smart to start thinking about it right now. But, in my opinion, only the countries with stable economic situation can allow and have to allow themselves to spend big money on such researches and experiments: for example, I think that at this moment Elon Musk is one of the most important people for the humanity because of his space projects.

All in all, humanity obviously needs space exploration, but it is important to set priorities wisely and not think about space too much when your country has another urgent problems.",70,2,2
3.24,9,0,3,4,12,29,512,4.9,17.66,50,33,17,13,21,14,31,3,1,15.21,15.13,19.98,19.68,0.5,0.1,0.07,0.38,0.29,0.7,0.1,0.02,0.18,215,0.42,6.72,9.5,0.86,207.88,0.84,0.42,0.69,26.25,3.62,0.15,0.14,0.14,0.08,0.22,0.01,0.05,0.02,0.06,2.0,0.36,0.56,22,5,15,0,5,3,27,15,2,6,3,0,1,2,0,0,0,./data/exam/exam2017/EGe_158_2,"﻿New films appear every day in each part of the world.
There are so many films, so some people think that today nobody can find out absolutely new and original plot.
Nevertheless, the biggest percentage of films people are discussing is american.
Talking about Russia, I can say that Hollywood films catch more attention.
Why is it so?
Of course, the most obvious reason is in high quality of american production.
Films from the USA are realy interesting, contains good graphics, have talanted actors in the cast.
Filming industry there is very developed and worth investing money.
Government shows big interest in regular film producing, so directors can afford expencive decorations and high-qualified workers.
Hovewer, in my opinion the main reason of this popularity is advertisement.
The ad is everywhere: on the TV, in the Internet, on the boards on the streets.
Some producers start online quizes about their films with such prises like cinema tickets, posters with actors' authographs etc.' All this stuff easely catch attention, and people become interested in what is told from everywhere.
I can't call myself film expert, in that case I want to say some my thoughts only about russian cinematography.
For some reasons, local films use wide advert company very rare, and their income show low results.
Avoiding boring and annoying ad, I want to talk about russian films themselves.
They have reputation of bad, stupid and sometimes disgusting.
Why should people spend their money on local comedy, when they are able to have a good time watching attractive film about superheroes?
The directors are interested only in money and forget about the very making a good film.
As long as directors can get money without any effort, we couldn't get attractive and amazing films.
For better results government doesn't need to increase financial support or delay foreign films, what it actualy does.
I don't want to say that Russia doesn't have talanted people, who can create good films.
There are, and many, but they can't get money for their ideas, because quite all financials go to small group of people.
I can't say, why investors continue give money to those directors, whose previous films had no success, and avoid the real professionals.
To conclude, I want to say that quality of films depends on advertisement and attitude.
American film industry shows high results because it pays attention to both factors.
In my country there can be two situations: bad films with good advert suppurt and good films, but nobody knows about them.
When our directors combine these factors, we will get film worth watching.",55,2,3
3.46,6,0,1,2,5,13,192,2.92,14.77,23,16,7,3,9,4,10,1,1,12.92,13.79,17.16,15.67,0.47,0.09,0.05,0.15,0.05,0.75,0.11,0.01,0.13,96,0.5,4.9,6.93,0.87,176.88,0.82,0.5,0.82,14.73,2.71,0.2,0.13,0.14,0.1,0.24,0.08,0.05,0.08,0.05,4.0,0.5,0.64,9,1,7,0,1,3,7,6,1,5,6,0,0,0,0,0,0,./data/exam/exam2017/OBy_30_2,"It is true that the number of health problems rise according to widely use modern technology.

I believe that a lot of heart and brain health problem connected with widely use phones. We use it 24 hours a day 7 days a week. But it is not so good. Phones produced magnit waves, which influence on brain and heart. One of this problem is hard to concentrate and rapidly headache. It the most popular health problem in 21st century. We cannot live without phones and many people even don’t know how it is dangerous. I’m agree that phones is an important part of our life but it will be better, if we try to decreas phone using. Children of 21st century start using tablets and phones already in 2-3 years old ages. It is awfull. Parents are not realized that in the future their children will have a lot of health problem. It will be better if modern egeniers and scihtiest solve the problem of magnt waves that we could  use phones without damage.
",55,2,0
5.0,8,3,4,2,9,9,245,5.89,27.22,19,10,9,4,15,15,19,1,2,24.75,24.5,31.67,31.12,0.44,0.09,0.04,0.14,0.04,0.67,0.13,0.03,0.16,106,0.43,4.79,6.77,0.85,164.32,0.81,0.43,0.73,13.88,2.63,0.17,0.13,0.12,0.04,0.16,0.0,0.0,0.02,0.0,3.75,0.35,0.46,5,10,6,0,3,6,12,8,0,3,0,1,0,0,0,0,0,./data/exam/exam2016/JSl_207_1,"Facebook among men and women. As we can see, there are some striking differences in both of the charts throught the given period. As we can see from the first chart, the number of users who browsed Facebook via desktop in 2012 was at the highest level, accounting about 150 million of people, while the number of those who connected to Facebook via mobile devices accounted only a third of the former number. In 2013 there was a slight decrease in the number of desktop users and a sharp increase among those using mobile gadgets. The second bar chart reveals that main reason for women for using Facebook is sharing photos or videos, while there is no a leader among men. Receiving updates and sharing  photos follow the same pattern for the male gender group, accounting 29%. It can be seen that learning about ways to help others is the least popular reason for both of gender groups. Seeing photos is more popular among female group than among the male one, taking 43% for the forms and 25% for the latter. Overall, we can assume that the main trend for the first chart was increasing  of mobile users and decreasing desktop ones, while for the second diagram there were no same spotlight patterns relevant among all of the main reasons. 
",65,1,1
